"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000165861","1.0","0000000221","CHEM","The field of chemistry is constantly expanding into new frontiers. This course provides an in-depth study of advanced topics that are chosen with attention to student interest and available staff. Topics are announced prior to registration for the term; see the current class and lab schedule. May be repeated if topic is different. Offered periodically. Prerequisite: permission of instructor.","0","","ORC","","Maetzin Cruz Reyes","","S","300","16","Top:","","391","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '08:00'}","False","permission of instructor.","B","2","","","O","20252","Selected Topics in Chemistry","Topic","2025"
"0000165862","1.0","0000000225","CLASS","This course introduces students to the wild and wacky world of ancient Greek and Roman comedy. It traces the development of the genre with discussion of how the plays were produced in antiquity and what influence they wielded on the drama of later centuries. Students read works by Aristophanes, Menander, Plautus, and Terence and stage selected scenes. Offered periodically during January term.","0","","ALS-L;ORC;CRE","","Anne Groton","","S","100","25","Ancient Comedy-Tr","","126","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","False","","2","","","O","20252","Ancient Comedy: A Funny Thing Happened","Research","2025"
"0000165863","1.0","0000029181","CLASS","This course introduces students to the history and art of ancient Italy, focusing on the city of Rome and the Bay of Naples (Pompeii) area. It covers more than 1000 years of civilization, beginning with the Etruscans and ending with the fall of the Western Roman Empire. When not visiting museums and archaeological sites, students have the opportunity to experience modern Italian culture as well. Offered during January term in alternate years. Apply through Smith Center for Global Engagement.","0","","ALS-A;HWC;CRE;GHS","","Kyle Helms","","S","200","25","Classical Studies in Italy","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","253","","False","False","","2","","","O","20252","","Research","2025"
"0000165864","1.0","0000000367","DANCE","An introduction to world dance traditions, this course examines dance forms, functions, contexts, and differing aesthetics found in selected cultures of Africa, Asia, Europe, the Middle East, the South Pacific, and the Americas. The course includes lectures, discussion, video-viewing, and required field-trips to dance events, in addition to studio experiences where students learn dances from the cultures studied. No previous dance experience required. Ticket/transportation fee required. Offered alternate years during January Term.","0","","ALS-A;MCG;GHS","","Staff","","S","100","25","World Dance Tradition","","124","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Mo', 'end': '12:00', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","World Dance Traditions","Research","2025"
"0000165865","1.0","0000000338","EDUC","Students examine the influence of race, class, and multiculturalism in American schools by participating as teachers' assistants and tutors in Honolulu schools. Students discover the challenges and benefits associated with teaching in a diverse racial, cultural, and socio-economic environment. Through guest lectures, readings, field trips, and seminars, students learn about the truly unique geographic and cultural setting of the Hawaiian Islands. This environment makes an excellent framework for examining race, ethnicity, power, and privilege in U.S. schools. P/N only. Intended for education major/licensure students; cannot fulfill the January term requirement for TEFL certification. Offered alternate January terms, even years. Prerequisite: EDUC 330.","0","","MCD;OEP;PAR","","Elizabeth A. Leer","","S","300","20","Multicultural Education in Hawaii","This is a study away course. You will find this course listed in Studio Abroad;under its course title.","378","","True","EDUC 330.","","2","","","O","20252","Multicultural Education in Hawaii: Seminar and Practicum","Research","2025"
"0000165866","1.0","0000000460","ENVST","This course is an interdisciplinary seminar on climate throughout the earth's history, including recent changes caused by humankind. It examines the climate system in the larger framework of planetary evolution and explores evidence from the geologic record for climates of the past. Using current scientific literature, students investigate causes of climate change and consider scenarios for future climate based on models incorporating alternative global development strategies. Offered annually. Prerequisites: sophomore standing; one level I biology, chemistry, or physics course or ENVST 137 strongly encouraged.","0","","IST;NTS","","Anne M. Gothmann","","S","200","26","Global Climate Change","","245","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","Prerequisites: sophomore standing; one level I biology, chemistry, or physics course or ENVST 137 strongly encouraged.","","2","","","O","20252","","Research","2025"
"0000165867","1.0","0000018778","ENVST","Students study topics related to the environment. Topics vary from year to year at the discretion of the instructor. Topics may include Environment and Theology, Environmental Justice, Ecotourism, and Literature of the Poles. Class is largely discussion-based but may include a lab/fieldwork component depending on the topic. May be repeated if topic is different. Offered annually.","0","","","","Xochizeltzin Castaneda-Camacho","","S","200","26","Top: Mixed Methods of Enviro Analys","Course title: Mixed Methods of Environmental Analysis;Counts as either social or natural science elective.","281","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","False","","2","","","O","20252","Topics in Environmental Studies","Topic","2025"
"0000165869","1.0","0000036280","MATH","In this course students use topics in discrete mathematics to engage in problem solving, abstract mathematical thinking, and logical reasoning. Students practice proof writing in multiple contexts, including propositional and predicate logic; the foundations of set theory, functions, and relations; elementary number theory; arithmetic and geometric progressions; permutations, combinations, and basic probability; and graph theory. Offered each semester. May not be taken after MATH 244 or MATH 252, except with instructor permission. Prerequisite: CSCI 221, MATH 126 or MATH 128.","0","","","","Francesca Gandini","","S","200","24","Discrete Mathematical Reasoning","","234","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","CSCI 221, MATH 126 or MATH 128.","","2","","","O","20252","","Research","2025"
"0000165870","1.0","0000034800","MATH","Students study the mathematics of Emmy Noether and Sonya Kovalevskaya, visit cultural and historical sites in Germany and Sweden associated with the women, and learn about the societal contexts in which they lived and worked. Noether was fundamental in the development of algebra, in particular the theory of how rings decompose into ideals. Kovalevskaya extended work of Cauchy to prove the main theorem for analytic solutions to partial differential equations. Offered alternate years during January Term. Apply through Smith Center for Global Engagement. Prerequisites: MATH 252, or MATH 230 and MATH 244.","0","","OEP","","Jill Dietz","","S","200","20","Algebra, Analysis, and Access","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","257","","False","Prerequisites: MATH 252, or MATH 230 and MATH 244.","","2","","","O","20252","Noether and Kovalevskaya: Algebra/Analysis/Access in Europe","Research","2025"
"0000165872","1.0","0000027324","RACE","This course provides an introduction to critical concepts and key readings about race and racism that are important to the field of Ethnic Studies. Focusing on identities and communities, students learn about racial formation and difference in U.S. and comparative cultural and historical contexts. How does race intersect with class, gender, nation, and sexuality to produce privileges and oppressions? Students survey the emergence of Ethnic Studies through literary texts including art, creative writing, film, music, popular culture, and/or the sciences to become acquainted with interdisciplinary approaches and how concerns for racial equity and social justice formed this academic field. Offered annually.","0","","ALS-L;MCD;CRE;PAR","","SooJin Pate","","S","100","19","Intro to Race and Ethnic Studies","","121","{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","Introduction to Race and Ethnic Studies","Research","2025"
"0000165873","1.0","0000021536","REL","","0","","","","Gregory A. Walter","","S","0","25","Placeholder Course","","0","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","A","2","","","O","20252","","Research","2025"
"0000165874","1.0","0000021536","REL","","0","","","","Staff","","S","0","27","Placeholder Course","","0","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","False","B","2","","","O","20252","","Research","2025"
"0000165875","1.0","0000021539","REL","","0","","","","Timothy M. II. Rainey","","S","0","25","Placeholder with RFV","","1","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","False","","2","","","O","20252","","Research","2025"
"0000165876","1.0","0000036252","REL","The Bible has been a catalyst for social transformation and a cudgel for repression, intersecting with racism, gender performance, sexuality, climate change, and religious violence. This course explores historical, literary, and ideological approaches to biblical interpretation, focused on how its messages and interpretations shape and are shaped by the worlds they inhabit. Sustained attention is given to readings of the Bible from historically marginalized communities (including Black, Latinx, Indigenous, Ecofeminist, Queer, and Jewish perspectives).","0","","BTS-B;RFV","","Jason J. Ripley","","S","100","25","Engaging the Bible Today","","125","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","Ancient Texts, Modern Challenges: Engaging the Bible Today","Research","2025"
"0000165877","1.0","0000021444","REL","This course explores the notion of sacred places and examines specific sites sacred to ancient people, Jews, Christians, and Muslims. Students visit both natural landscapes and constructed sites and attend to places' physical characteristics and history, ongoing human interaction, inter-religious dynamics, scholarly theory, and their own lived experiences of place. The interplay of religion, social life, and political power within sacred spaces provides additional thematic focus. Offered periodically during January Term. Apply through Smith Center for Global Engagement. Also counts toward ancient studies major.","0","","OEP;RFV","","Kiara Jorgenson","","S","200","27","Sacred Places: Greece & Turkey","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","272","","False","False","","2","","","O","20252","Sacred Places in Greece and Turkey","Research","2025"
"0000165878","1.0","0000001232","REL","This course examines the ethical teachings of Jesus as found in the canonical Gospels (with special focus on the Sermon on the Mount), explores how these teachings have been understood at some major moments in Western history, and brings them to bear on the task of contemporary ethical reflection. Issues examined include, for example, non-violence, social and economic justice, sexuality, and ethnic conflict. Offered periodically.","0","","EIN;ERC","","James Hanson","","S","200","27","The Ethics of Jesus","","276","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","False","","2","","","O","20252","","Research","2025"
"0000165879","1.0","0000001243","REL","This course offers a critical analysis of the development of Christian thought in the modern period, 17th century to 1970. Students pay special attention to the rise of modern historical and philosophical outlooks that challenge traditional Christian claims and to the appropriation and criticism of these outlooks in modern theology. Students read from Edwards, Schleiermacher, Barth, Bultmann, and others. Offered periodically.","0","","BTS-T;CTD","","Charles Wilson","","S","300","25","History of Christian Thought III","","304","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","","Research","2025"
"0000165880","1.0","0000001268","RUSSN","This course examines the development of differing approaches to some aspect of Russian life and culture as presented in the classical texts of Russian literature. Actual topics vary according to year and instructor. Offered periodically. Prerequisites: WRIT 120, equivalent or permission of the instructor.","0","","ALS-L;WRI;CRE;WAC","","Giulia Dossi","","S","200","22","Top: Taught in English","","250","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","Prerequisites: WRIT 120, equivalent or permission of the instructor.","","2","","","O","20252","Topics in Russian Literature","Topic","2025"
"0000165881","1.0","0000038706","SDS","Data is the currency of the modern world. At the intersection between statistics and computer science, data science is about gleaning information and making decisions from data. Using data from a variety of contexts and disciplines, students learn to summarize and extract insight from data, create compelling data visualizations, wrangle data, practice literate programming, and explore ethical issues in data science. Offered annually during fall and spring semesters. No prior experience with programming is expected. This course cannot be taken after SDS 264.","0","","AQR;QCR","","Paul J. Roback","0/5","S","100","30","Data Science 1","","164","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","0/5","0/5","O","20252","","Research","2025"
"0000165882","1.0","0000001407","SDS","Students explore special topics in statistics. Topics vary from year to year. May be repeated if topic is different. Offered periodically.","0","0/0","","","Staff","","S","200","18","Top: Topics in Statistics","","282","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","Topics in Statistics","Topic","2025"
"0000165952","1.0","0000040377","ECON","Students have the opportunity to follow through on a project that they began in one of their 300-level economic analysis elective courses. Students gain hands-on experience in economic writing by turning a draft of this economics research paper into a complete journal article. They learn about the writing process, develop strong writing habits, prepare compelling data visualizations, and incorporate feedback from peers and experts in their areas of interest. Offered alternate years during January term. Prerequisites: ECON 260, ECON 261, and ECON 262, any 300-level Economic Analysis elective, and instructor permission.","0","0/0","OEP","","Allison Luedtke","","S","300","15","The Economic Writing Process","Instructor permission required","393","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","Prerequisites: ECON 260, ECON 261, and ECON 262, any 300-level Economic Analysis elective, and instructor permission.","","2","","0/0","C","20252","","Research","2025"
"0000165955","1.0","0000001274","RUSSN","This course considers masterworks of Russian and Soviet cinema that were directed by women. In what subtle and/or overt ways did being socialized as a woman affect a director's perspective? In what subtle and/or overt ways are the challenges that women faced in the USSR and in contemporary Russia reflected in their films? Topics include basic cinema analysis, Russian cinema criticism, Russian film theory, and gender theory.","0","","CRE","","Giulia Dossi","","S","200","24","Russian Film Directed by Women","","265","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","Soviet and Russian Film Directed by Women","Research","2025"
"0000165989","1.0","0000040041","ASIAN","Students pursue guided fieldwork experience and language study in Japan. Activities and readings in this course build on the topics from ASCON 110 and ASCON 120 and language study. Students continue to explore their understanding of Asia through language activities, site visits, and ethnographic observations. Students complete language-based tasks and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Offered periodically during January term. Priority will be given to ASCON students. Prerequisite: at least one semester of Japanese language study at St Olaf or equivalent.","0","","GHS;OEP","","Joanne Quimby","","S","200","16","Encountering Japan: Tokyo","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","218","","False","at least one semester of Japanese language study at St Olaf or equivalent.","","2","","","O","20252","","Research","2025"
"0000165990","1.0","0000033612","BUS","","0","","","","Staff","","S","0","35","Placeholder Course","","1","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","","Research","2025"
"0000165991","1.0","0000030291","BUS","New Zealand is recognized as one of the world's most entrepreneurial countries. This course explores the unique innovation eco-systems that have developed to support entrepreneurship and economic development in New Zealand. Students will have site visits to both incubators and start-up organizations to meet with entrepreneurs while traveling from Auckland to Dunedin. Assignments will focus on idea generation and implementation. Offered alternate years during January Term. Apply through Smith Center for Global Engagement. Prerequisite: sophomore standing or above.","0","0/5","ORC;OEP","","Sian E. Christie","","S","200","35","Innovation in New Zealand","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","260","","False","sophomore standing or above.","","2","","","O","20252","","Research","2025"
"0000165992","1.0","0000040257","BUS","Students develop the skills to translate business concepts into practical financial models using Microsoft Excel. They gain a strong foundation in fundamental Excel functions, formulas, and techniques, and learn how to apply them to real-world business scenarios. The course provides aptitudes that are important for upper-level business courses, as well as internships. Offered annually. Prerequisite: sophomore standing or above, or permission of instructor.","0","0/0","","","Alli A. Esther","","S","200","35","Business Modeling in Excel","Not open to first-year students","266","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '08:00'}","False","sophomore standing or above, or permission of instructor.","","2","","","O","20252","","Research","2025"
"0000165993","1.0","0000037182","FAMST","In this course students examine and connect faith beliefs & practices, family relationships and values that are lived out in community. Students study family rituals and values from several global religions. Students learn how rituals and values are modeled and taught in the family and examine how spiritual practices and religious beliefs can be both sources of support and stress to families. Students explore and articulate their own stories related to family, faith and values. Offered periodically in January Term.","0","0/5","ORC;RFV","","Hillary A. Lamberty","0/7","S","200","24","Family, Faith and Values","This course has class-year limits.","230","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","False","","2","0/6","0/6","O","20252","","Research","2025"
"0000166118","1.0","0000028963","BIO","Students study topics in biology. Topics vary from year to year at the discretion of the department. Class work depends on the topics and instructor, but is consistent with the amount and level of work in other 200-level biology courses. May be repeated if topics are different. Counts as an elective toward biology major. May count toward other majors or concentrations if approved by the chair of that major/concentration. Offered periodically each term. Prerequisites: vary.","0","","","","Lynn N. Schofield","","S","200","19","Top: Ornithology","","292","","False","Prerequisites: vary.","A","2","","","O","20252","Topics in Biology","Topic","2025"
"0000166120","0.0","0000020822","BIO","","0","","","","Steven Freedberg","","S","300","10","Principles of Bioinformatics Lab","Open to Juniors and Seniors only.","315","","False","False","","2","","","O","20252","","Lab","2025"
"0000166121","1.0","0000000172","BIO","Specific topics announced prior to each term are based on student interests and available staff. Class work includes comprehensive review of literature on the specific topic. Class meetings present topics in discussion format. May be repeated if topic is different. Also counts toward environmental studies major (all emphases) and concentration when taught with environmental science focus and approved by chair. Prerequisites: vary.","0","0/0","","","Ranjan Muthukrishnan","","S","300","10","Top: Selected Topics","Open to Juniors and Seniors only.","391","","False","Prerequisites: vary.","B","2","","0/0","O","20252","Selected Topics","Topic","2025"
"0000166122","1.0","0000000172","BIO","Specific topics announced prior to each term are based on student interests and available staff. Class work includes comprehensive review of literature on the specific topic. Class meetings present topics in discussion format. May be repeated if topic is different. Also counts toward environmental studies major (all emphases) and concentration when taught with environmental science focus and approved by chair. Prerequisites: vary.","0","0/0","","","Laura Listenberger","","S","300","10","Top: Selected Topics","Open to Juniors and Seniors only.","391","","False","Prerequisites: vary.","C","2","","0/0","O","20252","Selected Topics","Topic","2025"
"0000166123","1.0","0000000172","BIO","Specific topics announced prior to each term are based on student interests and available staff. Class work includes comprehensive review of literature on the specific topic. Class meetings present topics in discussion format. May be repeated if topic is different. Also counts toward environmental studies major (all emphases) and concentration when taught with environmental science focus and approved by chair. Prerequisites: vary.","0","0/0","","","Norman Lee","","S","300","10","Top: Selected Topics","Open to Juniors and Seniors only.","391","","False","Prerequisites: vary.","D","2","","0/0","O","20252","Selected Topics","Topic","2025"
"0000166124","1.0","0000000172","BIO","Specific topics announced prior to each term are based on student interests and available staff. Class work includes comprehensive review of literature on the specific topic. Class meetings present topics in discussion format. May be repeated if topic is different. Also counts toward environmental studies major (all emphases) and concentration when taught with environmental science focus and approved by chair. Prerequisites: vary.","0","0/0","","","Eric Cole","","S","300","10","Top: Selected Topics","Open to Juniors and Seniors only.","391","","False","Prerequisites: vary.","E","2","","0/0","O","20252","Selected Topics","Topic","2025"
"0000166125","1.0","0000038704","HIST","Who are my ancestors and how did they live? This family history workshop enables students to explore their roots and place their ancestors' experiences in historical context. Working primarily with online databases, students construct genealogies and employ archival sources to tell richer stories about family history of marriage and child rearing, migration, and work, while situating them within contemporary social and political contexts. Students communicate their findings by writing a family narrative or by composing an ArcGIS Story Map.","0","","GHS","","Steven C. Hahn","","S","200","25","Genealogy and History Workshop","","249","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","","Research","2025"
"0000166213","1.0","0000024134","BIO","","0","","","","Sara E. Fruehling","","S","0","24","Placeholder Course","Students registering for BIO 127 must also register for BIO 127 Lab AL.","1","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'TBA', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'TBA', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '09:00'};{'day': 'Mo', 'end': '12:00', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","","Research","2025"
"0000166214","0.0","0000026651","BIO","","0","","","","Sara E. Fruehling","","S","0","24","Placeholder Lab","","2","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","False","A","2","","","O","20252","","Lab","2025"
"0000166229","1.0","0000033665","BIO","In this seminar course, students explore new advances and applications at the intersection of evolution and genetics. Short lectures and in-class activities provide students with the necessary background to analyze primary scientific articles, and small group discussions provide a forum for student-led discourse and critique of these articles. Each student undertakes a literature research project on a topic of their choice; this semester-long project includes regular faculty consultation and peer review. Also counts toward biomolecular science concentration. Prerequisite: BIO 233 or permission of the instructor.","0","","WRI","","Jean C. Porterfield","","S","300","10","Evolutionary Genetics","Open to Juniors and seniors.","324","","False","BIO 233 or permission of the instructor.","","2","","","O","20252","","Research","2025"
"0000166292","1.0","0000041465","MUSIC","This course delves into the unique history of Musical Theatre in Japan. Students explore Japanese theatrical traditions and observe their influence on contemporary productions and pop culture. Activities include performances of Noh, Kabuki, Takarazuka, translated American musicals, Disneyland, and original Japanese musicals. Guest lectures from industry professionals provide insights into training, career trajectory, and considerations for translation. The course culminates in reflections on the role of musical theater in society, both locally and globally. Offered alternate years during January term.","0","","CRE","","Marita K. Stryker","","S","200","20","Musical Theater in Japan","This course delves into the unique history of Musical Theatre in Japan. Students;explore Japanese theatrical traditions and observe their influence on;contemporary productions and pop culture. Activities include performances of;Noh, Kabuki, Takarazuka, translated American musicals, Disneyland, and original;Japanese musicals. Guest lectures from industry professionals provide insights;into training, career trajectory, and considerations for translation. The course;culminates in reflections on the","265","","False","False","","2","","","O","20252","","Research","2025"
