"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000012387","1.0","0000001313","SOAN","This course provides an overview of the major thinkers who sought to create a science of human society, the ideas they found fundamental to a science of society and how human society changes through history. Classical thinkers such as Marx, Durkheim, Simmel, Weber and Mead are studied along with the schools of theory which they inspired: positivism, interpretive and critical conflict theory. Offered Spring Semester.","26","","","","","Samiha Peterson","","S","200","25","Sociological Theory","291","{'day': 'Tu', 'end': '09:25', 'location': 'SC 130', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'SC 130', 'start': '08:00'}","False","False","","3","","","O","20053","History of Sociological Theory","Research","2005"
"0000012388","1.0","0000001316","SOAN","","1","","","","","Christopher L. Chiappari","","S","200","999","IS/South American Music","298","","False","False","","3","","","O","20053","Independent Study","Research","2005"
"0000012389","1.0","0000001318","SOAN","Students learn to design and conduct qualitative research in the tradition of sociological and anthropological ethnography. Students discuss theoretical approaches to ethnography and learn data collection methods through case studies and fieldwork assignments. Students use their own research to gain experience in interpreting field notes, doing analysis and writing an ethnographic interpretation of their research findings. Prerequisite: Consent of instructor. Offered Spring Semester.","25","","","","","Christopher L. Chiappari","","S","300","25","Ethnograph Rsch Meth","373","{'day': 'Tu', 'end': '14:45', 'location': 'RML 577', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 577', 'start': '14:15'}","False","Consent of instructor. Offered Spring Semester.","","3","","","C","20053","Ethnographic Research Methods","Research","2005"
"0000012390","1.0","0000001320","SOAN","","0","","","","","Staff","","S","300","999","IR/","398","","False","False","","3","","","O","20053","Independent Research","Research","2005"
"0000012391","1.0","0000001321","SOAN","This seminar offers in-depth reading, writing and discussion on a selected topic from areas common to sociology and anthropology with an emphasis on contemporary analysis. Specific content will vary from year to year. The seminar is open to senior majors only. Offered Spring Semester.","17","","","","","Carolyn Anderson","","S","300","25","Senior Seminar","399","{'day': 'Mo', 'end': '12:45', 'location': 'HH 515', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'HH 515', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'HH 515', 'start': '11:50'}","False","False","","3","","","O","20053","","Research","2005"
"0000012392","1.0","0000001323","INTD","","0","","","","","Staff","","S","100","999","Planned Credit","150","","False","False","A","3","","","O","20053","","Research","2005"
"0000012393","1.0","0000001323","INTD","","0","","","","","Staff","","S","100","999","Planned Credit","150","","False","False","B","3","","","O","20053","","Research","2005"
"0000012394","1.0","0000001325","SPAN","Students expand their skills by continuing to listen, speak, read and write on such topics as the concept of time, leisure activities and culinary traditions in North American and Hispanic cultures and to work in the Language Lab. Prerequisite: Spanish 111 or placement. Offered Fall and Spring Semesters and in Interim.","22","","","","","Kris A. Cropsey","","S","100","25","Beginning Spanish II","112","{'day': 'Mo', 'end': '08:55', 'location': 'OM 004', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'OM 004', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'OM 004', 'start': '08:00'}","False","Spanish 111 or placement. Offered Fall and Spring Semesters and in Interim.","A","3","","","O","20053","","Research","2005"
"0000012395","1.0","0000001325","SPAN","Students expand their skills by continuing to listen, speak, read and write on such topics as the concept of time, leisure activities and culinary traditions in North American and Hispanic cultures and to work in the Language Lab. Prerequisite: Spanish 111 or placement. Offered Fall and Spring Semesters and in Interim.","24","","","","","Kris A. Cropsey","","S","100","25","Beginning Spanish II","112","{'day': 'Mo', 'end': '13:50', 'location': 'OM 031', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'OM 031', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'OM 031', 'start': '12:55'}","False","Spanish 111 or placement. Offered Fall and Spring Semesters and in Interim.","B","3","","","O","20053","","Research","2005"
"0000012396","1.0","0000001326","SPAN","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","25","","","","","Juliet A. Lynd","","S","200","22","Intermed Spanish I","231","{'day': 'Mo', 'end': '11:40', 'location': 'OM 021', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 021', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 021', 'start': '10:45'}","False","Spanish 112 or placement. Offered Fall and Spring Semesters.","A","3","","","C","20053","Intermediate Spanish I","Research","2005"
"0000012397","1.0","0000001326","SPAN","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","23","","","","","Juliet A. Lynd","","S","200","22","Intermed Spanish I","231","{'day': 'Mo', 'end': '12:45', 'location': 'OM 021', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 021', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 021', 'start': '11:50'}","False","Spanish 112 or placement. Offered Fall and Spring Semesters.","B","3","","","C","20053","Intermediate Spanish I","Research","2005"
"0000012398","1.0","0000001326","SPAN","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","23","","","","","Maggie Broner","","S","200","22","Intermed Spanish I","231","{'day': 'Mo', 'end': '13:50', 'location': 'OM 020', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'OM 020', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'OM 020', 'start': '12:55'}","False","Spanish 112 or placement. Offered Fall and Spring Semesters.","C","3","","","C","20053","Intermediate Spanish I","Research","2005"
"0000012399","1.0","0000001327","SPAN","Students explore the diverse histories, circumstances and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and live TV broadcasts, listening to music and so forth. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations and engaging in other interactive group activities. They also review the Spanish verb system and other structures commonly difficult for speakers of English. Prerequisite: Spanish 231 or placement.","23","","","","","León Narváez","","S","200","22","Intermed Spanish II","232","{'day': 'Mo', 'end': '08:55', 'location': 'OM 021', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'OM 021', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'OM 021', 'start': '08:00'}","False","Spanish 231 or placement.","A","3","","","C","20053","Intermediate Spanish II","Research","2005"
"0000012400","1.0","0000001327","SPAN","Students explore the diverse histories, circumstances and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and live TV broadcasts, listening to music and so forth. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations and engaging in other interactive group activities. They also review the Spanish verb system and other structures commonly difficult for speakers of English. Prerequisite: Spanish 231 or placement.","24","","","","","León Narváez","","S","200","22","Intermed Spanish II","232","{'day': 'Mo', 'end': '10:00', 'location': 'OM 021', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'OM 021', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'OM 021', 'start': '09:05'}","False","Spanish 231 or placement.","B","3","","","C","20053","Intermediate Spanish II","Research","2005"
"0000012401","1.0","0000001327","SPAN","Students explore the diverse histories, circumstances and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and live TV broadcasts, listening to music and so forth. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations and engaging in other interactive group activities. They also review the Spanish verb system and other structures commonly difficult for speakers of English. Prerequisite: Spanish 231 or placement.","24","","","","","Sylvia Carullo","","S","200","22","Intermed Spanish II","232","{'day': 'Mo', 'end': '12:45', 'location': 'OM 020', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 020', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 020', 'start': '11:50'}","False","Spanish 231 or placement.","C","3","","","C","20053","Intermediate Spanish II","Research","2005"
"0000012402","1.0","0000001327","SPAN","Students explore the diverse histories, circumstances and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and live TV broadcasts, listening to music and so forth. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations and engaging in other interactive group activities. They also review the Spanish verb system and other structures commonly difficult for speakers of English. Prerequisite: Spanish 231 or placement.","22","","","","","León Narváez","","S","200","22","Intermed Spanish II","232","{'day': 'Mo', 'end': '14:55', 'location': 'OM 021', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'OM 021', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'OM 021', 'start': '14:00'}","False","Spanish 231 or placement.","D","3","","","C","20053","Intermediate Spanish II","Research","2005"
"0000012403","1.0","0000001327","SPAN","Students explore the diverse histories, circumstances and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and live TV broadcasts, listening to music and so forth. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations and engaging in other interactive group activities. They also review the Spanish verb system and other structures commonly difficult for speakers of English. Prerequisite: Spanish 231 or placement.","21","","","","","Ariel Strichartz","","S","200","22","Intermed Spanish II","232","{'day': 'Tu', 'end': '09:25', 'location': 'OM 021', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'OM 021', 'start': '08:00'}","False","Spanish 231 or placement.","E","3","","","O","20053","Intermediate Spanish II","Research","2005"
"0000012404","1.0","0000001327","SPAN","Students explore the diverse histories, circumstances and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and live TV broadcasts, listening to music and so forth. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations and engaging in other interactive group activities. They also review the Spanish verb system and other structures commonly difficult for speakers of English. Prerequisite: Spanish 231 or placement.","23","","","","","Ariel Strichartz","","S","200","22","Intermed Spanish II","232","{'day': 'Tu', 'end': '11:00', 'location': 'OM 021', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'OM 021', 'start': '09:30'}","False","Spanish 231 or placement.","F","3","","","C","20053","Intermediate Spanish II","Research","2005"
"0000012405","1.0","0000001327","SPAN","Students explore the diverse histories, circumstances and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and live TV broadcasts, listening to music and so forth. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations and engaging in other interactive group activities. They also review the Spanish verb system and other structures commonly difficult for speakers of English. Prerequisite: Spanish 231 or placement.","22","","","","","Kris A. Cropsey","","S","200","22","Intermed Spanish II","232","{'day': 'Tu', 'end': '13:10', 'location': 'OM 020', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 020', 'start': '12:45'}","False","Spanish 231 or placement.","G","3","","","C","20053","Intermediate Spanish II","Research","2005"
"0000012406","1.0","0000001330","SPAN","","16","","","","","Maggie Broner","","S","200","25","Gateway Sp-Spkng Wrld","250","{'day': 'Tu', 'end': '11:00', 'location': 'OM 020', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'OM 020', 'start': '09:30'}","False","False","A","3","","","O","20053","","Research","2005"
"0000012407","1.0","0000001330","SPAN","","19","","","","","Gwen Barnes-Karol","","S","200","25","Gateway Sp-Spkng Wrld","250","{'day': 'Tu', 'end': '14:45', 'location': 'OM 020', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'OM 020', 'start': '14:15'}","False","False","B","3","","","O","20053","","Research","2005"
"0000012408","1.0","0000001335","SPAN","","13","","","","","Joseph McClanahan","","S","200","18","Heritage Spain","271","{'day': 'Mo', 'end': '11:40', 'location': 'OM 020', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 020', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 020', 'start': '10:45'}","False","False","","3","","","O","20053","","Research","2005"
"0000012409","1.0","0000001340","SPAN","","23","","","","","Maggie Broner","","S","200","18","Spanish 1st/2nd Lang","276","{'day': 'Tu', 'end': '13:10', 'location': 'OM 021', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 021', 'start': '12:45'}","False","False","","3","","","C","20053","","Research","2005"
"0000012410","1.0","0000001341","SPAN","","0","","","","","Staff","","S","200","999","Academic Internship","294","","True","False","","3","","","O","20053","","Research","2005"
"0000012411","1.0","0000001342","SPAN","","1","","","","","Juliet A. Lynd","","S","200","999","IS/Mad/Civ in Lat Am Lit","298","","False","False","","3","","","O","20053","Independent Study","Research","2005"
"0000012412","1.0","0000001344","SPAN","","21","","","","","Sylvia Carullo","","S","300","18","Top: Voices Sp Spkg World","312","{'day': 'Tu', 'end': '14:45', 'location': 'OM 021', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'OM 021', 'start': '14:15'}","False","False","","3","","","C","20053","","Topic","2005"
"0000012413","1.0","0000001346","SPAN","","27","","","","","Ariel Strichartz","","S","300","17","Top: Lit/Soc/LA","314","{'day': 'Mo', 'end': '14:55', 'location': 'OM 026', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'OM 026', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'OM 026', 'start': '14:00'}","False","False","","3","","","C","20053","","Topic","2005"
"0000012414","1.0","0000001354","SPAN","","0","","","","","Staff","","S","300","999","Academic Internship","394","","True","False","","3","","","O","20053","","Research","2005"
"0000012415","1.0","0000001355","SPAN","","0","","","","","Staff","","S","300","999","IR/","398","","False","False","","3","","","O","20053","Independent Research","Research","2005"
"0000012416","1.0","0000001363","SWRK","Affirmative action and welfare reform exemplify how society's values and needs translate into policies and programs. Social workers work for justice by creating, implementing and evaluating policies in income, employment, housing and child welfare. Students study policy formation and analysis that reflect interests and powers of diverse groups as well as economic and social needs of certain populations at risk, especially women, African-Americans, gay men and lesbians and Latinos. GE: HBS. Open to non-majors by permission of program director. Offered Spring Semester.","38","","","","","Mary Carlsen","","S","200","30","Social Policy","258","{'day': 'Mo', 'end': '12:45', 'location': 'HH 317', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'HH 317', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'HH 317', 'start': '11:50'}","False","False","","3","","","C","20053","","Research","2005"
"0000012417","1.0","0000001364","SWRK","Social work majors continue the ""how-to"" of generalist practice. They assess strengths and problems of diverse groups, organizations and communities and use the systems perspective to help an organization or community frame its goals and plans for social change. Students scientifically assess communities; meet community practice social workers; and develop plans for implementing change that are reflective, scientific, just and grounded in the liberal arts. Prerequisite: Social Work 254. Offered Spring Semester.","9","","","","","Naurine Lennox","","S","200","20","Incl Pract: Grp/Org/Cm","261","{'day': 'Tu', 'end': '11:00', 'location': 'HH 515', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'HH 515', 'start': '09:30'}","False","Social Work 254. Offered Spring Semester.","","3","","","O","20053","Methods and Skills in Social Work II","Research","2005"
"0000012418","1.0","0000001365","SWRK","Social work majors study scientific approaches to building knowledge for generalist practice and assessing effectiveness and efficiency of both individual practice and social service programs. Students learn to assess needs and progress, design case interventions, measure client satisfaction and assess program outcomes. They evaluate elements of practice with diverse clients and portions of programs with which they are familiar and apply ethical standards to scientific inquiry. Open to non-majors by permission of program director only. Offered Spring Semester.","19","","","","","Anne B. Miller","","S","200","20","Eval/Sw Practice/Prog","274","{'day': 'Tu', 'end': '09:25', 'location': 'HH 301', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'HH 301', 'start': '08:00'}","False","False","","3","","","C","20053","Evaluation of Social Work Practice and Programs","Research","2005"
"0000012419","1.0","0000001371","SWRK","This capstone course is for senior majors. Students complete a project commonly assigned to a beginning level generalist social worker. Weekly seminars introduce auxiliary skills for beginning workers. Students discuss current social work issues and provide peer assistance with projects. Evaluation includes: a report of project results; analysis of decision-making in relation to theory, scientific findings, diversity and ethics; and assessment of demonstrated mastery of program outcomes. Prerequisite: Social work majors who have satisfactorily completed Social Work 380. Offered Spring Semester.","7","","","","","Mary Carlsen","","S","300","20","Social Worker as Prof","381","{'day': 'Tu', 'end': '13:10', 'location': 'BMC 109', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'BMC 109', 'start': '12:45'}","False","Social work majors who have satisfactorily completed Social Work 380. Offered Spring Semester.","","3","","","O","20053","The Social Worker as Professional","Research","2005"
"0000012420","1.0","0000001374","THEAT","Students examine and apply aesthetic principles involved in the performance of prose-fiction, poetry and drama. Offered every year.","25","","","","","Karen Wilson","","S","100","25","Oral Interpretation","100","{'day': 'Tu', 'end': '09:25', 'location': 'TB 227', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'TB 227', 'start': '08:00'}","False","False","","3","","","C","20053","","Research","2005"
"0000012421","1.0","0000001375","THEAT","A broad-based introduction to the art and craft of theater, this course focuses on the roles of actor, director, playwright and designer, as well as aspects of theater history and works of great dramatic literature. Students attend performances on campus and in the Twin Cities and integrate them with readings, lectures, and discussions. A ticket fee is required. Offered every year.","49","","","","","Gary C. Gisselman","","S","100","50","Intro to Theater","110","{'day': 'Mo', 'end': '10:00', 'location': 'TB Kelsey', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'TB Kelsey', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'TB Kelsey', 'start': '09:05'}","False","False","","3","","","C","20053","Introduction to Theater","Research","2005"
"0000012422","1.0","0000001376","THEAT","This studio course is designed as an overview of the acting process for the non-major: basic acting theories, rehearsal techniques, improvisation, history and styles. Students explore and practice exercises, scene work and audition material. The course requires trips to professional theaters in the Twin Cities. A ticket fee is required. No prerequisites. This course does not fulfill the acting requirement for the major. Offered annually.","24","","","","","Dona W. Freeman","","S","100","18","Acting for Non-Majors","115","{'day': 'Tu', 'end': '13:10', 'location': 'TB Haugen', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'TB Haugen', 'start': '12:45'}","False","False","","3","","","C","20053","Acting for the Non-Major","Research","2005"
"0000012423","1.0","0000001378","THEAT","This studio course is centered on training the actor's instrument and developing basic acting skills including characterization, vocal production, physical and emotional connection, motivation and ensemble work. Exercises, improvisation, monologue and scene work will all be explored. This course requires trips to professional theaters in the Twin Cities.A ticket fee is required. Offered each term.","16","","","","","Dona W. Freeman","","S","100","18","Intro to Acting","130","{'day': 'Tu', 'end': '14:45', 'location': 'TB Haugen', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'TB Haugen', 'start': '14:15'}","False","False","","3","","","C","20053","Introduction to Acting","Research","2005"
"0000012424","1.0","0000001379","THEAT","This studio course focuses on the techniques of acting and singing for the musical theater. Students learn the basics of voice, movement, improvisation and characterization in class exercises, prepared scenes, solos and duets. Offered Spring Semester only.","23","","","","","James McKeel;Dona W. Freeman","","S","100","18","Acting--Lyric Stage","131","{'day': 'Tu', 'end': '11:00', 'location': 'TB Haugen', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'TB Haugen', 'start': '09:30'}","False","False","","3","","","C","20053","Acting for the Lyric Stage","Research","2005"
"0000012425","1.0","0000001382","THEAT","This course focuses on training the speaking voice, with an emphasis on clarity and flexibility of voice usage. Students will learn how to use the phonetic alphabet to improve their speech. Offered Fall semester only.","16","","","","","Karen Wilson","","S","200","25","Voice & Phonetics","200","{'day': 'Mo', 'end': '10:00', 'location': 'TB 227', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'TB 227', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'TB 227', 'start': '09:05'}","False","False","","3","","","O","20053","Voice and Phonetics","Research","2005"
"0000012426","0.25","0000001386","THEAT","This theater practicum involves the student in the conceptual and practical processes of artistic creation and performance production in theater. Students study current theory and practice as well as historical approaches to performance problems. Lab sessions include creative projects and practical problem-solving in assistant directing, acting or dramaturgy as part of the St. Olaf Theatre season. First-year students are encouraged to enroll. This course may be repeated. Registration is by audition or interview only.","8","","","","","Gary C. Gisselman","","S","200","20","Thtr Prac: Act/Direct","233","","True","False","","3","","","O","20053","Theater Practicum: Acting, Directing, Dramaturgy","Research","2005"
"0000012427","0.25","0000001390","THEAT","This theater practicum involves the student in the conceptual and practical processes of stage performance. Course sessions study projects and practical problem-solving involving hands-on experiences for productions which are part of the St. Olaf Theatre season. First-year students are encouraged to enroll. See Class/Lab schedule for course topics each term. A theater practicum (253a) covering computer-aided design and drawing (cad) is offered each Fall Semester. The course may be repeated.","26","","","","","Brian Bjorklund","","S","200","20","Th Prac: Scenery/Prop","253","","True","False","","3","","","C","20053","Theater Practicum: Design, Technical","Research","2005"
"0000012428","1.0","0000001394","THEAT","Prerequisite: At least three previous courses in department.","0","","","","","Karen Wilson","","S","200","999","Academic Internship","294","","True","At least three previous courses in department.","","3","","","O","20053","Internships","Research","2005"
"0000012429","1.0","0000001395","THEAT","Prerequisite: At least three previous courses in department.","2","","","","","Gary C. Gisselman","","S","200","999","IS/Luther the Musical","298","","False","At least three previous courses in department.","","3","","","O","20053","Independent Study","Research","2005"
"0000012430","1.0","0000001396","THEAT","A studio course focusing on the artistic decision-making process of stage direction, script analysis, directorial concepts, production designs and hands-on directing experience building on the skills developed in Theatre 232 (Beginning Stage Direction). Students direct a one-act play as the final project for the course. Offered Spring Semester only. Prerequisite: Theatre 232, 352, 270 or 271.","14","","","","","Gary C. Gisselman","","S","300","12","Adv Stage Direction","338","{'day': 'Mo', 'end': '11:40', 'location': 'TB 227', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'TB 227', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'TB 227', 'start': '10:45'}","False","Theatre 232, 352, 270 or 271.","","3","","","C","20053","Intermediate Stage Direction","Research","2005"
"0000012431","1.0","0000001397","THEAT","This course studies and analyzes the concepts, principles and techniques of doing visual designs for stage performances, focusing on scenery and costumes. Students will complete design projects, drawings, renderings and scenic models. Course fee required. Prerequisite: Theatre 150 or 250. Theatre 253 Theatre Practicum in computer-aided design and drawing (CAD) recommended. Offered Fall Semester.","19","","","","","Brian Bjorklund","","S","300","14","Design for Theatre","352","{'day': 'Tu', 'end': '13:10', 'location': 'TB Green Rm', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'TB Green Rm', 'start': '12:45'}","False","Theatre 150 or 250. Theatre 253 Theatre Practicum in computer-aided design and drawing (CAD) recommended. Offered Fall Semester.","","3","","","C","20053","Design for Theater","Research","2005"
"0000012433","1.0","0000001399","THEAT","An investigation into the relationship between theater and society by studying various issues in theater arts including censorship, funding, arts advocacy and arts education. Issues of contemporary ethical concern will be discussed and analyzed through a variety of historical and contemporary normative perspectives. Prerequisite: Theatre 110.","24","","","","","Karen Wilson","","S","300","25","Top: Theatre in Societ","380","{'day': 'Mo', 'end': '12:45', 'location': 'TB 227', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'TB 227', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'TB 227', 'start': '11:50'}","False","Theatre 110.","","3","","","O","20053","Theater in Society","Topic","2005"
"0000012434","1.0","0000001400","THEAT","Prerequisite: at least five previous courses in department.","0","","","","","Staff","","S","300","999","Academic Internship","394","","True","at least five previous courses in department.","","3","","","O","20053","Internship","Research","2005"
"0000012435","1.0","0000001401","THEAT","","1","","","","","Karen Wilson","","S","300","999","IR/Dialogical Theatre","398","","False","False","","3","","","O","20053","Independent Research","Research","2005"
"0000012436","1.0","0000001402","STAT","This course is an introduction to basic concepts in statistics in the spirit of the liberal arts. Students will learn practical applications, and the language and reasoning involved in analyzing behavioral and health science data. Topics include central tendency, dispersion, probability, random variables, binomial and normal distributions, estimation and hypothesis testing, contingency tables, analysis of variance, and correlation. Computer applications are integrated throughout. Not recommended for students who have successfully completed a term of calculus.","23","","","","","Martha Wallace","","S","100","25","Prin of Statistics","110","{'day': 'Mo', 'end': '12:45', 'location': 'RML 477', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'RML 477', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'RML 477', 'start': '11:50'}","False","False","A","3","","","O","20053","Principles of Statistics","Research","2005"
"0000012437","1.0","0000001402","STAT","This course is an introduction to basic concepts in statistics in the spirit of the liberal arts. Students will learn practical applications, and the language and reasoning involved in analyzing behavioral and health science data. Topics include central tendency, dispersion, probability, random variables, binomial and normal distributions, estimation and hypothesis testing, contingency tables, analysis of variance, and correlation. Computer applications are integrated throughout. Not recommended for students who have successfully completed a term of calculus.","27","","","","","Michael D. Huberty","","S","100","25","Prin of Statistics","110","{'day': 'Mo', 'end': '13:50', 'location': 'RML 477', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RML 477', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RML 477', 'start': '12:55'}","False","False","B","3","","","C","20053","Principles of Statistics","Research","2005"
"0000012438","1.0","0000001402","STAT","This course is an introduction to basic concepts in statistics in the spirit of the liberal arts. Students will learn practical applications, and the language and reasoning involved in analyzing behavioral and health science data. Topics include central tendency, dispersion, probability, random variables, binomial and normal distributions, estimation and hypothesis testing, contingency tables, analysis of variance, and correlation. Computer applications are integrated throughout. Not recommended for students who have successfully completed a term of calculus.","24","","","","","Michael D. Huberty","","S","100","25","Prin of Statistics","110","{'day': 'Mo', 'end': '14:55', 'location': 'RML 477', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RML 477', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RML 477', 'start': '14:00'}","False","False","C","3","","","C","20053","Principles of Statistics","Research","2005"
"0000012439","1.0","0000001403","STAT","A first course in statistical methods for scientists, this course addresses issues for proposing/designing an experiment, as well as exploratory and inferential techniques for analyzing and modeling scientific data. Topics include probability models, exploratory graphics, descriptive techniques, statistical designs, hypothesis testing, confidence intervals, Bayesian inference, simple/multiple regression, and methods for censored data. Prerequisite: Mathematics 119 or 120 or 122 and an introductory science course.","21","","","","","Christine N. Kohnen","","S","200","25","Statistics for Science","212","{'day': 'Mo', 'end': '10:00', 'location': 'SC 182', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 182', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 182', 'start': '09:05'}","False","Mathematics 119 or 120 or 122 and an introductory science course.","A","3","","","O","20053","Statistics fpt the Sciences","Research","2005"
"0000012440","1.0","0000001403","STAT","A first course in statistical methods for scientists, this course addresses issues for proposing/designing an experiment, as well as exploratory and inferential techniques for analyzing and modeling scientific data. Topics include probability models, exploratory graphics, descriptive techniques, statistical designs, hypothesis testing, confidence intervals, Bayesian inference, simple/multiple regression, and methods for censored data. Prerequisite: Mathematics 119 or 120 or 122 and an introductory science course.","24","","","","","Paul J. Roback","","S","200","25","Statistics for Science","212","{'day': 'Mo', 'end': '12:45', 'location': 'SC 182', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 182', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 182', 'start': '11:50'}","False","Mathematics 119 or 120 or 122 and an introductory science course.","B","3","","","C","20053","Statistics fpt the Sciences","Research","2005"
